Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Scene It? Lights Camera Action,X360,2007,Misc,"Screenlife Games, WXP",0.43,0.01,0.0,0.04,0.48,73.0,41,8.1,21,"Screenlife Games, WXP",T
MotorStorm: Apocalypse,PS3,2011,Racing,Evolution Studios,0.21,0.19,0.0,0.08,0.48,77.0,74,7.7,155,Evolution Studios,T
Dark Sector,X360,2008,Shooter,Digital Extremes,0.22,0.2,0.01,0.05,0.48,72.0,71,7.5,147,Digital Extremes,M
Wu-Tang: Shaolin Style,PS,1998,Fighting,Activision,0.27,0.18,0.0,0.03,0.48,72.0,25,7.6,24,Activision,E
Tiger Woods PGA Tour 07,X360,2006,Sports,EA Redwood Shores,0.44,0.0,0.0,0.04,0.48,80.0,44,7.9,21,EA Redwood Shores,E
Plants vs. Zombies: Garden Warfare 2,XOne,2016,Shooter,PopCap,0.29,0.15,0.0,0.04,0.48,80.0,64,8.1,79,PopCap,E10+
Mario Golf: World Tour,3DS,2014,Sports,Camelot Software Planning,0.15,0.13,0.17,0.03,0.48,78.0,73,8.2,76,Camelot Software Planning,E
Secret Weapons Over Normandy,PS2,2003,Simulation,Totally Games,0.24,0.18,0.0,0.06,0.48,81.0,26,8.2,19,Totally Games,T
Harvest Moon 64,N64,1999,Simulation,Pack In Soft,0.25,0.06,0.11,0.06,0.48,70.0,17,7.5,19,Pack In Soft,E
All-Star Baseball 99,N64,1998,Sports,Acclaim Entertainment,0.44,0.04,0.0,0.0,0.48,75.0,18,7.4,15,Acclaim Entertainment,E
NCAA Football 09,PS2,2008,Sports,EA Tiburon,0.4,0.02,0.0,0.07,0.48,75.0,18,7.4,15,EA Tiburon,E
Bratz: The Movie,PS2,2007,Simulation,Blitz Games,0.24,0.18,0.0,0.06,0.48,70.0,17,5.0,4,Blitz Games,E
Crash of the Titans,DS,2007,Action,Amaze Entertainment,0.42,0.02,0.0,0.04,0.48,73.0,8,5.9,10,Amaze Entertainment,E
Dragon Ball: XenoVerse,PS3,2015,Fighting,Dimps Corporation,0.16,0.13,0.14,0.06,0.48,72.0,25,7.1,62,Dimps Corporation,T
Rayman Raving Rabbids: TV Party,DS,2008,Misc,"Ubisoft Paris, Ubisoft Montpellier",0.44,0.01,0.0,0.04,0.48,69.0,17,7.1,13,"Ubisoft Paris, Ubisoft Montpellier",E10+
Lollipop Chainsaw,X360,2012,Action,Grasshopper Manufacture,0.31,0.12,0.02,0.04,0.48,70.0,64,7.0,20,Grasshopper Manufacture,M
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Wii,2009,Shooter,Activision,0.24,0.19,0.0,0.05,0.48,73.0,32,7.4,27,Activision,E
Vigilante 8: 2nd Offense,PS,1999,Racing,Activision,0.27,0.18,0.0,0.03,0.48,69.0,17,7.4,15,Activision,E
The Saboteur,PS3,2009,Action,Pandemic Studios,0.2,0.21,0.0,0.07,0.48,72.0,54,8.1,118,Pandemic Studios,M
Metal Gear Rising: Revengeance,X360,2013,Action,PlatinumGames,0.3,0.14,0.0,0.04,0.48,82.0,46,7.8,20,PlatinumGames,M
Atelier Rorona: Alchemist of Arland,PS3,2009,Role-Playing,Nippon Ichi Software,0.22,0.1,0.11,0.05,0.48,74.0,30,7.8,33,Nippon Ichi Software,E
Theme Park Roller Coaster,PS2,2000,Strategy,Bullfrog Productions,0.23,0.18,0.0,0.06,0.48,82.0,11,7.9,17,Bullfrog Productions,E
Bass Pro Shops: The Strike,Wii,2009,Sports,Piranha Games,0.44,0.0,0.0,0.03,0.48,75.0,18,7.6,5,Piranha Games,E
Bakugan Battle Brawlers: Defenders of the Core,DS,2010,Action,Now Production,0.41,0.02,0.02,0.03,0.48,68.0,22,7.4,20,Now Production,E10+
NFL Xtreme 2,PS,1999,Sports,989 Studios,0.27,0.18,0.0,0.03,0.48,75.0,18,7.4,15,989 Studios,E
Major League Baseball 2K13,X360,2013,Sports,Take-Two Interactive,0.44,0.0,0.0,0.04,0.48,75.0,18,7.4,15,Take-Two Interactive,E
Scrabble 2007 Edition,DS,2007,Puzzle,Ubisoft,0.0,0.47,0.0,0.0,0.48,70.0,14,7.5,11,Ubisoft,E
NHL 16,XOne,2015,Sports,"EA Sports, EA Canada",0.38,0.05,0.0,0.05,0.48,80.0,18,6.0,81,"EA Sports, EA Canada",E10+
Midnight Club: Street Racing,GBA,2001,Racing,Angel Studios,0.34,0.13,0.0,0.01,0.48,50.0,5,5.3,6,Angel Studios,E
Tiger Woods PGA Tour 06,XB,2005,Sports,EA Sports,0.35,0.11,0.0,0.02,0.48,81.0,30,5.1,11,EA Sports,E
Fortune Street,Wii,2011,Misc,Marvelous AQL,0.25,0.03,0.17,0.02,0.48,68.0,42,7.5,24,Marvelous AQL,E
FIFA World Cup Germany 2006,X360,2006,Sports,EA Canada,0.19,0.27,0.01,0.0,0.48,72.0,49,6.6,33,EA Canada,E
Up,PS2,2009,Action,Asobo Studio,0.19,0.05,0.0,0.24,0.48,68.0,22,7.4,20,Asobo Studio,E
Grand Prix,2600,1981,Racing,Activision,0.45,0.03,0.0,0.0,0.48,69.0,17,7.4,15,Activision,E
Jake Power: Fireman,DS,2008,Adventure,Magic Pockets,0.08,0.35,0.0,0.05,0.48,66.0,17,7.6,14,Magic Pockets,E
World of Outlaws: Sprint Cars 2002,PS2,2002,Racing,Ratbag,0.23,0.18,0.0,0.06,0.48,80.0,10,9.1,10,Ratbag,E
Children of Mana,DS,2006,Role-Playing,Nex Entertainment,0.16,0.01,0.29,0.01,0.48,65.0,34,6.0,21,Nex Entertainment,E10+
Sonic the Hedgehog,PS3,9999,Platform,Sonic Team,0.0,0.48,0.0,0.0,0.48,43.0,17,4.1,176,Sonic Team,E10+
Fantavision,PS2,2000,Puzzle,SCEJ,0.14,0.11,0.19,0.04,0.47,72.0,18,6.3,9,SCEJ,E
Double Dragon,2600,1989,Action,Activision,0.45,0.02,0.0,0.01,0.47,68.0,22,7.4,20,Activision,E
Alien Trilogy,PS,1996,Shooter,Acclaim Entertainment,0.24,0.16,0.04,0.03,0.47,73.0,32,7.4,27,Acclaim Entertainment,E
NBA Live 99,N64,1998,Sports,Electronic Arts,0.45,0.02,0.0,0.0,0.47,75.0,18,7.4,15,Electronic Arts,E
Karate,2600,9999,Fighting,Ultravision,0.44,0.03,0.0,0.0,0.47,72.0,25,7.6,24,Ultravision,E
X-Men: Next Dimension,PS2,2002,Fighting,Paradox Development,0.23,0.18,0.0,0.06,0.47,61.0,19,8.7,13,Paradox Development,T
Go Diego Go! Great Dinosaur Rescue,DS,2008,Action,Take-Two Interactive,0.43,0.01,0.0,0.03,0.47,68.0,22,7.4,20,Take-Two Interactive,E
The Godfather (JP sales),PS2,2006,Action,Electronic Arts,0.39,0.02,0.0,0.06,0.47,68.0,22,7.4,20,Electronic Arts,E
Dynasty Warriors Gundam,PS3,2007,Action,"Koei, Omega Force",0.14,0.01,0.31,0.02,0.47,60.0,29,6.9,16,"Koei, Omega Force",T
Doom 3 BFG Edition,X360,2012,Shooter,id Software,0.28,0.15,0.0,0.04,0.47,67.0,30,6.5,132,id Software,M
Alice in Wonderland,DS,2010,Adventure,Etranges Libellules,0.25,0.17,0.0,0.04,0.47,78.0,24,7.6,14,Etranges Libellules,E10+
Spider-Man 3,Wii,2007,Platform,Vicarious Visions,0.42,0.02,0.0,0.04,0.47,53.0,39,5.3,29,Vicarious Visions,T
Super Puyo Puyo 2,SNES,1995,Puzzle,Compile,0.0,0.0,0.47,0.0,0.47,70.0,14,7.5,11,Compile,E
Rock Band 4,XOne,2015,Misc,Harmonix Music Systems,0.38,0.04,0.0,0.05,0.47,79.0,27,6.4,54,Harmonix Music Systems,T
Gauntlet Legends,PS,2000,Action,Midway Games,0.26,0.18,0.0,0.03,0.47,68.0,22,7.4,20,Midway Games,E
James Bond 007: Blood Stone,X360,2010,Shooter,Bizarre Creations,0.2,0.23,0.0,0.05,0.47,62.0,66,7.1,63,Bizarre Creations,T
WipEout,PS,1995,Action,Psygnosis,0.26,0.18,0.0,0.03,0.47,68.0,22,7.4,20,Psygnosis,E
Street Fighter X Tekken,X360,2012,Fighting,Capcom,0.31,0.1,0.03,0.04,0.47,83.0,45,4.4,177,Capcom,T
Dark Sector,PS3,2008,Shooter,Digital Extremes,0.23,0.16,0.01,0.07,0.47,72.0,47,7.6,70,Digital Extremes,M
ICO,PS2,2001,Action,SCE Japan Studio,0.23,0.18,0.0,0.06,0.47,90.0,59,8.8,20,SCE Japan Studio,T
World of Warcraft: Warlords of Draenor,PC,2014,Action,Blizzard Entertainment,0.08,0.36,0.0,0.03,0.47,87.0,49,5.9,20,Blizzard Entertainment,T
Ford Racing Off Road,Wii,2008,Racing,Razorworks,0.06,0.39,0.0,0.01,0.47,37.0,5,6.3,4,Razorworks,E
Cars: Race-O-Rama,DS,2009,Racing,Tantalus Interactive,0.35,0.08,0.0,0.04,0.47,69.0,17,7.4,15,Tantalus Interactive,E
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,2011,Role-Playing,Square Enix,0.0,0.0,0.47,0.0,0.47,74.0,30,7.8,33,Square Enix,E
Unreal Tournament III,X360,2008,Shooter,Epic Games,0.25,0.17,0.01,0.05,0.47,82.0,47,7.6,95,Epic Games,M
FIFA Soccer 13,WiiU,2012,Action,Electronic Arts,0.17,0.27,0.0,0.04,0.47,69.0,28,6.2,49,Electronic Arts,E
Victorious Boxers: Ippo's Road to Glory,PS2,2000,Fighting,New,0.05,0.04,0.38,0.01,0.47,75.0,15,8.0,10,New,T
Densetsu no Stafi,GBA,2002,Platform,Nintendo,0.0,0.0,0.46,0.01,0.47,69.0,17,7.7,16,Nintendo,E
Valkyrie Profile 2: Silmeria,PS2,2006,Role-Playing,Tri-Ace,0.04,0.03,0.39,0.01,0.47,84.0,45,9.0,59,Tri-Ace,T
Pinball Hall of Fame: The Williams Collection,Wii,2008,Misc,Farsight Studios,0.41,0.03,0.0,0.04,0.47,82.0,16,8.8,36,Farsight Studios,E10+
Hot Wheels Velocity X,PS2,2002,Racing,Beyond Games,0.23,0.18,0.0,0.06,0.47,54.0,7,7.1,16,Beyond Games,E
MySims Racing,Wii,2009,Racing,EA Games,0.19,0.23,0.0,0.05,0.47,68.0,22,7.4,5,EA Games,E
Clash of Elementalists,DS,2010,Action,Teyon,0.0,0.0,0.47,0.0,0.47,34.0,4,7.4,20,Teyon,T
F.E.A.R. 2: Project Origin,PS3,2009,Shooter,Monolith Productions,0.19,0.2,0.01,0.08,0.47,79.0,48,7.9,98,Monolith Productions,M
The Sims 2: Pets,Wii,2007,Simulation,Maxis,0.41,0.02,0.0,0.04,0.47,65.0,15,7.3,4,Maxis,T
L.A. Rush,PS2,2005,Racing,Midway,0.23,0.18,0.0,0.06,0.47,58.0,31,8.0,10,Midway,T
Momotarou Dentetsu V,PS,1999,Misc,Hudson Entertainment,0.0,0.0,0.44,0.03,0.47,69.0,17,7.1,13,Hudson Entertainment,E
Doom 64,N64,1997,Shooter,Midway Games,0.38,0.08,0.0,0.01,0.47,73.0,32,7.4,27,Midway Games,E
Bomberman Hero,N64,1998,Platform,Nintendo,0.27,0.06,0.08,0.05,0.47,69.0,17,7.7,16,Nintendo,E
Automobili Lamborghini,N64,1997,Racing,Titus,0.28,0.17,0.0,0.01,0.47,69.0,17,7.4,15,Titus,E
Quest 64,N64,1998,Role-Playing,Konami Digital Entertainment,0.38,0.08,0.0,0.01,0.47,74.0,30,7.8,33,Konami Digital Entertainment,E
Crash: Mind Over Mutant,X360,2008,Platform,Radical Entertainment,0.22,0.2,0.0,0.05,0.47,60.0,42,6.5,23,Radical Entertainment,E10+
Viva Pinata: Trouble in Paradise,X360,2008,Simulation,Rare Ltd.,0.16,0.25,0.01,0.05,0.47,82.0,64,7.9,61,Rare Ltd.,E
Epic Mickey 2: The Power of Two,PS3,2012,Action,Blitz Games Studios,0.21,0.18,0.0,0.08,0.47,59.0,36,4.3,24,Blitz Games Studios,E
Commando,2600,1987,Action,Activision,0.44,0.02,0.0,0.0,0.47,68.0,22,7.4,20,Activision,E
NBA Ballers: Phenom,PS2,2006,Sports,Midway,0.23,0.18,0.0,0.06,0.47,69.0,19,8.5,8,Midway,E
Dragon Age Origins: Awakening,X360,2010,Role-Playing,Electronic Arts,0.33,0.1,0.0,0.04,0.47,74.0,30,7.8,33,Electronic Arts,E
Need for Speed Carbon,XB,2006,Racing,EA Canada,0.35,0.1,0.0,0.02,0.47,74.0,19,7.4,11,EA Canada,E10+
Shadowrun,X360,2007,Role-Playing,FASA Studio,0.41,0.02,0.0,0.04,0.47,66.0,57,7.5,156,FASA Studio,M
Crazy Taxi: Fare Wars,PSP,2007,Racing,Sega,0.1,0.22,0.02,0.12,0.47,64.0,25,7.1,18,Sega,E10+
MTV Music Generator,PS,1999,Misc,Codemasters,0.26,0.18,0.0,0.03,0.47,69.0,17,7.1,13,Codemasters,E
"Warhammer 40,000: Dawn of War II",PC,2009,Strategy,Relic,0.0,0.45,0.0,0.02,0.47,85.0,67,8.1,22,Relic,M
Hamsterz Life,DS,2006,Action,Digital Kids,0.43,0.01,0.0,0.04,0.47,68.0,22,9.0,13,Digital Kids,E
Emergency Heroes,Wii,2008,Racing,"Ubisoft Barcelona, Ubisoft Reflections",0.14,0.27,0.0,0.05,0.47,41.0,12,4.2,15,"Ubisoft Barcelona, Ubisoft Reflections",E10+
Super Momotarou Dentetsu DX,SNES,1995,Misc,Hudson Soft,0.0,0.0,0.47,0.0,0.47,69.0,17,7.1,13,Hudson Soft,E
FlingSmash,Wii,2010,Action,Artoon,0.37,0.01,0.07,0.02,0.47,48.0,26,6.8,13,Artoon,E
World Soccer Winning Eleven 8: Liveware Evolution,PS2,2005,Sports,Konami Digital Entertainment,0.0,0.0,0.47,0.0,0.47,75.0,18,7.4,15,Konami Digital Entertainment,E
Cars: Race-O-Rama,PS2,2009,Racing,Incinerator Games,0.27,0.03,0.0,0.17,0.47,69.0,17,7.4,15,Incinerator Games,E
Downhill Domination,PS2,2003,Racing,Incognito Inc.,0.23,0.18,0.0,0.06,0.47,79.0,40,8.9,32,Incognito Inc.,T
Dead Space Extraction,Wii,2009,Shooter,"Eurocom Entertainment Software, Visceral Games",0.32,0.1,0.01,0.04,0.47,82.0,76,8.1,82,"Eurocom Entertainment Software, Visceral Games",M
Pirates of the Caribbean: Dead Man's Chest,GBA,2006,Adventure,Amaze Entertainment,0.33,0.12,0.0,0.01,0.47,70.0,8,5.6,5,Amaze Entertainment,E10+
Silent Hill: Shattered Memories,Wii,2009,Action,"Climax Group, Climax Studios",0.22,0.19,0.01,0.05,0.47,79.0,56,8.0,20,"Climax Group, Climax Studios",M
Active Life: Extreme Challenge,Wii,2009,Sports,TOSE,0.14,0.27,0.0,0.06,0.47,56.0,13,7.4,15,TOSE,E
FIFA 12,PC,2011,Sports,Electronic Arts,0.04,0.33,0.0,0.1,0.47,75.0,18,7.4,15,Electronic Arts,E
Spider-Man: Friend or Foe,DS,2007,Action,Artificial Mind and Movement,0.43,0.0,0.0,0.04,0.47,55.0,12,7.4,20,Artificial Mind and Movement,E10+
World Series of Poker,PS2,2005,Misc,Activision,0.39,0.01,0.0,0.06,0.47,46.0,15,8.2,20,Activision,E10+
Inazuma Eleven Go 2: Chrono Stone,3DS,2012,Role-Playing,Level 5,0.0,0.01,0.46,0.0,0.47,74.0,30,7.8,33,Level 5,E
NHL 97,PS,1996,Sports,Electronic Arts,0.26,0.18,0.0,0.03,0.47,75.0,18,7.4,15,Electronic Arts,E
Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009,Role-Playing,Square Enix,0.12,0.06,0.27,0.02,0.47,75.0,37,7.3,21,Square Enix,E10+
Rise of Nightmares,X360,2011,Action,Sega,0.28,0.13,0.01,0.04,0.47,54.0,56,7.8,44,Sega,M
EA Sports UFC,XOne,2014,Sports,EA Sports,0.3,0.12,0.0,0.04,0.47,70.0,23,6.3,152,EA Sports,T
Kong: The 8th Wonder of the World,GBA,2005,Action,Ubisoft,0.33,0.12,0.0,0.01,0.47,59.0,8,7.4,20,Ubisoft,E10+
Spider-Man 3,DS,2007,Platform,Vicarious Visions,0.41,0.02,0.0,0.04,0.47,79.0,21,6.5,17,Vicarious Visions,E10+
Dead or Alive 4,X360,2005,Fighting,Team Ninja,0.3,0.03,0.1,0.03,0.47,85.0,76,8.2,24,Team Ninja,M
Godzilla: Save the Earth,PS2,2004,Fighting,"Pipeworks Software, Inc.",0.23,0.18,0.0,0.06,0.47,62.0,19,8.7,21,"Pipeworks Software, Inc.",T
Dance Dance Revolution: Mario Mix,GC,2005,Misc,Hudson,0.36,0.09,0.0,0.01,0.47,69.0,28,8.4,19,Hudson,E
Metal Gear Solid: The Twin Snakes,GC,2004,Action,Silicon Knights,0.3,0.08,0.07,0.01,0.47,85.0,54,9.0,142,Silicon Knights,M
Tiger Woods PGA Tour 07,Wii,9999,Sports,EA Redwood Shores,0.43,0.0,0.0,0.04,0.47,71.0,41,6.9,44,EA Redwood Shores,E
Art Academy: Lessons for Everyone,3DS,2012,Action,"Nintendo, Headstrong Games",0.2,0.04,0.21,0.02,0.46,81.0,14,7.6,22,"Nintendo, Headstrong Games",E
Mat Hoffman's Pro BMX 2,PS2,2002,Sports,Rainbow Studios,0.23,0.18,0.0,0.06,0.46,76.0,22,9.1,7,Rainbow Studios,T
Metal Gear Solid: The Essential Collection,PS2,2007,Adventure,Konami,0.23,0.18,0.0,0.06,0.46,66.0,17,8.9,9,Konami,M
One Piece: Pirate Warriors 3,PS4,2015,Action,Omega Force,0.09,0.22,0.1,0.06,0.46,74.0,34,7.4,118,Omega Force,T
Iridion 3D,GBA,2001,Shooter,Shin'en,0.33,0.12,0.0,0.01,0.46,53.0,15,7.4,27,Shin'en,E
2010 FIFA World Cup South Africa,PSP,2010,Sports,Electronic Arts,0.09,0.22,0.03,0.12,0.46,69.0,11,7.4,9,Electronic Arts,E
Classic NES Series: Pac-Man,GBA,2004,Puzzle,Nintendo,0.25,0.09,0.12,0.01,0.46,53.0,13,7.5,11,Nintendo,E
Two Worlds II,PS3,2011,Role-Playing,Reality Pump,0.26,0.1,0.06,0.05,0.46,70.0,28,7.0,65,Reality Pump,M
Football Manager 2015,PC,2014,Simulation,Sports Interactive,0.0,0.44,0.0,0.03,0.46,80.0,36,6.0,151,Sports Interactive,E
Destroy All Humans!,XB,2005,Shooter,THQ,0.34,0.11,0.0,0.02,0.46,73.0,32,7.4,27,THQ,E
Petz Sports,Wii,2008,Simulation,Ubisoft,0.42,0.01,0.0,0.04,0.46,70.0,17,7.5,19,Ubisoft,E
Imagine: Figure Skater (US sales),DS,2007,Sports,Ubisoft,0.46,0.01,0.0,0.0,0.46,75.0,18,7.4,15,Ubisoft,E
SimCity Creator,Wii,2008,Simulation,Electronic Arts,0.36,0.02,0.04,0.04,0.46,67.0,17,6.8,13,Electronic Arts,E
Dragon Ball Z: Collectible Card Game,GBA,2002,Misc,ImaginEngine,0.33,0.12,0.0,0.01,0.46,62.0,4,5.5,4,ImaginEngine,E
Circus Atari,2600,9999,Action,Atari,0.43,0.03,0.0,0.0,0.46,68.0,22,7.4,20,Atari,E
Harry Potter and the Order of the Phoenix,Wii,2007,Action,EA Games,0.38,0.05,0.0,0.04,0.46,69.0,34,7.2,28,EA Games,E10+
The Sims 3: Ambitions,PC,2010,Simulation,EA Redwood Shores,0.0,0.29,0.0,0.17,0.46,74.0,25,7.3,51,EA Redwood Shores,T
Razor Freestyle Scooter,PS,1999,Sports,Shaba Games,0.26,0.17,0.0,0.03,0.46,65.0,11,7.4,15,Shaba Games,E
Disney's Kim Possible 3: Team Possible,GBA,2005,Platform,Artificial Mind and Movement,0.33,0.12,0.0,0.01,0.46,76.0,6,7.7,6,Artificial Mind and Movement,E
Rygar: The Legendary Adventure,PS2,2002,Action,Tecmo,0.2,0.15,0.06,0.05,0.46,83.0,30,8.4,14,Tecmo,T
Syphon Filter: Logan's Shadow,PSP,2007,Shooter,Sony Bend,0.25,0.12,0.0,0.09,0.46,85.0,41,8.8,47,Sony Bend,T
Super Batter Up,SNES,1992,Sports,Namco Bandai Games,0.0,0.0,0.46,0.0,0.46,75.0,18,7.4,15,Namco Bandai Games,E
Kessen II,PS2,2001,Strategy,Koei,0.13,0.1,0.2,0.03,0.46,71.0,15,8.3,22,Koei,T
Crayon Shin-Chan: Arashi o Yobu Enji,SNES,1993,Platform,Namco Bandai Games,0.0,0.0,0.46,0.0,0.46,69.0,17,7.7,16,Namco Bandai Games,E
Stuart Little 2,GBA,2002,Platform,Creations,0.33,0.12,0.0,0.01,0.46,59.0,10,7.7,16,Creations,E
Tak 2: The Staff of Dreams,GBA,2004,Platform,Avalanche Software,0.33,0.12,0.0,0.01,0.46,45.0,5,7.7,16,Avalanche Software,E
SingStar Amped,PS2,2007,Misc,SCEE London Studio,0.23,0.18,0.0,0.06,0.46,76.0,20,7.1,13,SCEE London Studio,T
Brothers In Arms: Earned in Blood,PS2,2005,Shooter,Gearbox Software,0.38,0.01,0.0,0.06,0.46,71.0,20,7.9,23,Gearbox Software,M
The Evil Within,X360,2014,Action,Tango Gameworks,0.25,0.16,0.01,0.04,0.46,68.0,22,7.6,172,Tango Gameworks,M
Dragon Ball Z: Sagas,PS2,2005,Fighting,Avalanche Software,0.38,0.01,0.0,0.06,0.46,49.0,13,5.4,29,Avalanche Software,T
Scooby-Doo,GBA,2001,Platform,Helixe,0.33,0.12,0.0,0.01,0.46,64.0,5,7.7,16,Helixe,E
MX vs. ATV: Alive,PS3,2011,Racing,THQ Digital Studio Phoenix,0.24,0.15,0.0,0.07,0.46,61.0,41,6.7,11,THQ Digital Studio Phoenix,E
Hydro Thunder,PS,1999,Racing,Midway Games,0.26,0.17,0.0,0.03,0.46,69.0,17,7.4,15,Midway Games,E
NHL FaceOff '97,PS,1996,Sports,Sony Computer Entertainment,0.26,0.17,0.0,0.03,0.46,75.0,18,7.4,15,Sony Computer Entertainment,E
Thief (2014),XOne,2014,Action,Square Enix,0.26,0.15,0.0,0.04,0.46,68.0,22,7.4,20,Square Enix,E
The Walking Dead: Season One,PS4,2014,Adventure,Telltale Games,0.12,0.25,0.02,0.07,0.46,66.0,17,7.6,14,Telltale Games,E
NBA Live 07,X360,2006,Sports,EA Sports,0.42,0.0,0.0,0.04,0.46,59.0,32,4.9,60,EA Sports,E
Brothers In Arms: Road to Hill 30,PS2,2005,Shooter,Gearbox Software,0.38,0.01,0.0,0.06,0.46,82.0,30,7.6,30,Gearbox Software,M
The Legend of Spyro: Dawn of the Dragon,DS,2008,Platform,Etranges Libellules,0.26,0.15,0.0,0.05,0.46,57.0,9,6.8,10,Etranges Libellules,E
Gremlins,2600,1983,Action,Atari,0.43,0.03,0.0,0.0,0.46,68.0,22,7.4,20,Atari,E
The Mark of Kri,PS2,2002,Action,SCEA,0.22,0.18,0.0,0.06,0.46,80.0,37,7.9,29,SCEA,M
Need for Speed: Hot Pursuit,Wii,2010,Racing,Exient Entertainment,0.17,0.23,0.0,0.05,0.46,50.0,8,3.7,18,Exient Entertainment,E10+
Jampack Winter 2003 (RP-M),PS2,2003,Misc,Sony Computer Entertainment,0.22,0.18,0.0,0.06,0.46,69.0,17,7.1,13,Sony Computer Entertainment,E
Rugrats: Castle Capers,GBA,2001,Action,THQ,0.33,0.12,0.0,0.01,0.46,68.0,22,7.4,20,THQ,E
Crash Nitro Kart,GBA,2003,Racing,Vicarious Visions,0.33,0.12,0.0,0.01,0.46,77.0,6,8.3,12,Vicarious Visions,E
Crayola: Treasure Adventures,DS,2007,Puzzle,Crave,0.42,0.01,0.0,0.03,0.46,65.0,14,7.5,11,Crave,E
LEGO The Hobbit,PS3,2014,Action,TT Games,0.12,0.27,0.0,0.07,0.46,68.0,22,7.0,10,TT Games,E10+
Silent Hill: Downpour,PS3,2012,Action,Vatra,0.21,0.15,0.04,0.06,0.46,64.0,41,6.9,20,Vatra,M
Mega Man Star Force 3: Black Ace / Red Joker,DS,2008,Action,Capcom,0.22,0.0,0.22,0.02,0.46,68.0,22,7.4,20,Capcom,E
WWE SmackDown vs. Raw 2011,Wii,2010,Fighting,Yuke's,0.29,0.13,0.0,0.04,0.46,72.0,7,7.6,24,Yuke's,T
Jak and Daxter: The Lost Frontier,PS2,2009,Platform,High Impact Games,0.22,0.17,0.0,0.06,0.46,72.0,8,4.6,32,High Impact Games,E10+
Momotarou Dentetsu 11,PS2,2002,Misc,Hudson Soft,0.0,0.0,0.46,0.0,0.46,69.0,17,7.1,13,Hudson Soft,E
Disney Infinity 3.0,WiiU,2015,Action,Disney Interactive Studios,0.21,0.21,0.0,0.04,0.46,68.0,22,7.4,20,Disney Interactive Studios,E
The Sims 3: Outdoor Living Stuff,PC,2011,Simulation,The Sims Studio,0.0,0.38,0.0,0.08,0.46,70.0,17,5.6,17,The Sims Studio,T
Star Wars: Demolition,PS,2000,Racing,"Luxoflux, Inc.",0.25,0.17,0.0,0.03,0.46,63.0,11,6.5,6,"Luxoflux, Inc.",T
Bloody Roar II,PS,1999,Fighting,Virgin Interactive,0.25,0.17,0.0,0.03,0.46,72.0,25,7.6,24,Virgin Interactive,E
Delta Force: Black Hawk Down,PS2,2005,Shooter,Rebellion,0.22,0.17,0.0,0.06,0.46,58.0,25,8.8,51,Rebellion,T
The Princess and the Frog,Wii,2009,Platform,Griptonite Games,0.29,0.13,0.0,0.04,0.46,69.0,17,7.7,16,Griptonite Games,E
Space Invaders,SNES,1994,Shooter,Taito,0.0,0.0,0.46,0.0,0.46,73.0,32,7.4,27,Taito,E
.hack//Outbreak Part 3,PS2,2002,Role-Playing,CyberConnect2,0.14,0.11,0.17,0.04,0.46,70.0,23,8.7,19,CyberConnect2,T
Mother 1+2,GBA,2003,Role-Playing,Nintendo,0.0,0.0,0.45,0.01,0.46,74.0,30,7.8,33,Nintendo,E
MX vs. ATV Untamed,PS3,2007,Racing,Rainbow Studios,0.35,0.06,0.0,0.05,0.46,67.0,33,6.1,8,Rainbow Studios,E
Boom Blox Bash Party,Wii,2009,Puzzle,EA LA,0.33,0.09,0.0,0.04,0.46,86.0,48,8.4,37,EA LA,E
Top Spin,XB,2003,Sports,Pam Development,0.36,0.08,0.0,0.02,0.46,89.0,44,8.2,31,Pam Development,E
Brothers In Arms: D-Day,PSP,2006,Shooter,Ubisoft Shanghai,0.23,0.14,0.0,0.09,0.46,65.0,19,9.1,64,Ubisoft Shanghai,M
Warhawk,PS,1995,Simulation,Sony Computer Entertainment,0.25,0.17,0.0,0.03,0.46,70.0,17,7.5,19,Sony Computer Entertainment,E
The Golden Compass,X360,2007,Action,Shiny Entertainment,0.3,0.12,0.0,0.04,0.46,41.0,25,4.1,14,Shiny Entertainment,E10+
Tomb Raider: Legend,PSP,2006,Action,Buzz Monkey,0.09,0.24,0.0,0.12,0.46,67.0,28,7.9,30,Buzz Monkey,T
Just Dance 2014,XOne,2013,Misc,Ubisoft,0.3,0.11,0.0,0.04,0.45,71.0,6,7.0,58,Ubisoft,E10+
Tales of Vesperia,PS3,2009,Role-Playing,Bandai Namco Games,0.0,0.0,0.45,0.0,0.45,74.0,30,7.8,33,Bandai Namco Games,E
2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,2005,Platform,THQ,0.33,0.12,0.0,0.01,0.45,69.0,17,7.7,16,THQ,E
Dora The Explorer: Dora Saves the Snow Princess,DS,2008,Platform,Take-Two Interactive,0.26,0.15,0.0,0.03,0.45,69.0,17,7.7,16,Take-Two Interactive,E
